text,disaster_type,location_patterns,action_patterns,dep_patterns,has_location,has_action
PA will help Puerto Rico in whatever way we can. I encourage all PA’ians who are able to donate to #Maria relief.,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:help|NER_LOC:Puerto|NER_LOC:Rico|PREP(in)+POBJ(way)|ROOT_VERB:encourage,True,True
@realkashmirfc @GokulamKeralaFC @CMOKerala @KeralaBlasters Thank you kashmir brothers and Sisters. Plz prayer for kerala #KeralaFloodRelief #KeralaFloods,sympathy_and_support,,,ROOT_VERB:Thank|PREP(for)+POBJ(kerala),False,False
RT @MonaBleick: California wildfire victims will face unique challenges finding new housing,infrastructure_and_utility_damage,,,NER_LOC:California|ROOT_VERB:face,False,False
Grateful to NC State hosting overflow parking for #cgffn17: Gate C off Trinity. Shuttle buses start running at 5pm (thank you volunteers!),rescue_volunteering_or_donation_effort,,,PREP(for)+POBJ(#)|ROOT_VERB:start|PREP(at)+POBJ(pm),False,False
RT @LDComputers: You can help! Donate to @redcrosscanada Alberta Wildfire relief in store or online,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:help|ROOT_VERB:Donate|PREP(to)+POBJ(relief)|PREP(in)+POBJ(store),True,True
For Houston area updates on Hurricane Harvey including helpful emergency information please click the link below.,requests_or_urgent_needs,LOC_NOUN|PROPN+LOC_NOUN,DISTRESS_SIGNAL,PREP(For)+POBJ(area)|NER_LOC:Houston|ROOT_VERB:updates|PREP(on)+POBJ(Harvey)|PREP(including)+POBJ(information),True,True
Saying a prayer for all those who need help and working to put these fires out!,sympathy_and_support,,NEED+RESOURCE|ACTION_VERB,ROOT_VERB:Saying|PREP(for)+POBJ(those),False,True
#KeralaFloods: This elderly couple along with the support of their son cooked food to feed 1000 flood victims daily. ὤF #Respect #India #KeralaFloodRelief #KeralaDonationChallenge #KeralaFloodReliefFund #keralarescue #ThursdayThoughts #Thursday,rescue_volunteering_or_donation_effort,,,PREP(of)+POBJ(son)|ROOT_VERB:cooked|ROOT_VERB:Respect,False,False
#HinduTemples with #Kerala #Guruvayur Sri Krishna Temple donated Rs 5 Crore 37 Lakhs for the #KeralaFloodRelief ὤFὤF #TempleConnect #KeralaFloods  Your Devotional Connect Online,rescue_volunteering_or_donation_effort,,,ROOT_VERB:donated|PREP(for)+POBJ(KeralaFloodRelief),False,False
Before and after VIIRS images of Puerto Rico show the devastation of Hurricane #Maria. Donate to the @RedCross here:,rescue_volunteering_or_donation_effort,,ACTION_VERB,PREP(of)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico|ROOT_VERB:show|PREP(of)+POBJ(Maria),False,True
@FatalQuinte Hopefully Irma kills herself before it gets to that point.,injured_or_dead_people,,,ROOT_VERB:kills|PREP(to)+POBJ(point),False,False
"RT @ConvoyofHope: Severe flooding in Sri Lanka has affected more than 150,000 families — we are responding! ὏7: @Tharaka_ at @AP .",rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(in)+POBJ(Lanka)|NER_LOC:Sri|NER_LOC:Lanka|ROOT_VERB:responding,True,False
RT @KeerthySKfanzz: Our @KeerthyOfficial donated 10 lakhs rupees for #KeralaFloodRelief @CMOKerala #doforkerala,rescue_volunteering_or_donation_effort,,,ROOT_VERB:donated|PREP(for)+POBJ(KeralaFloodRelief),False,False
"The wildfire has killed at least 71 people, with the number climbing daily.",injured_or_dead_people,PREP+PROPN,,ROOT_VERB:killed,True,False
"@Wamagaisa this is why there is so much more heartbreaking effects and damage is yet to be realised. According to these guys, 200+/- bodies of those that ddnt use the rope to leave ths Police base were washed away. But #zbc is saying 98 pple died.",injured_or_dead_people,,,PREP(to)+POBJ(guys)|PREP(of)+POBJ(those)|ROOT_VERB:washed|ROOT_VERB:saying,False,False
@HEEMZS Hurricane Harvey and the damage to oil refineries,infrastructure_and_utility_damage,,,PREP(to)+POBJ(refineries),False,False
RT @Refugees: #EcuadorEarthquake: We launch major emergency aid airlift from Copenhagen  Pic:EPA/J.Jacome .,rescue_volunteering_or_donation_effort,PREP+PROPN,DISTRESS_SIGNAL,PREP(from)+POBJ(Pic),True,True
Will Trump speak first about the heroic National Guardsman who gave his life trying to soave a civilian from the Maryland floods? Or Roseanne and political correctness? Hmmmmm,not_humanitarian,PREP+PROPN,,ROOT_VERB:speak|PREP(about)+POBJ(Guardsman)|PREP(from)+POBJ(floods)|NER_LOC:Maryland|NER_LOC:Hmmmmm,True,False
"If you are parents/fans coming to home games this weekend, we will gladly take water donations to help those in need in Texas. @GodsPitCrew",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(to)+POBJ(games)|ROOT_VERB:take|PREP(in)+POBJ(Texas)|NER_LOC:Texas|ROOT_VERB:@GodsPitCrew,True,True
From a Sabres fan in Florida. Our thoughts go out to all in the path of #HurricaneIrma. Be safe!,other_relevant_information,PREP+PROPN,,PREP(in)+POBJ(Florida)|NER_LOC:Florida|ROOT_VERB:go|PREP(to)+POBJ(all)|PREP(in)+POBJ(path),True,False
RT @malaysiakini: Ecuador quake death toll rises to 350 as EU offers 1 million in aid,injured_or_dead_people,PREP+PROPN,,NER_LOC:Ecuador|ROOT_VERB:rises|PREP(to)+POBJ(350),True,False
DETAILS: #Evacuation order issued for those within the radius of the potential #explosion  #HurricaneHarvey #Texas,displaced_people_and_evacuations,,,PREP(for)+POBJ(those)|PREP(of)+POBJ(Texas)|NER_LOC:Texas,False,False
RT @Daily_Express: Hurricane Irma pictures LIVE: Shocking damage and destruction as Irma hits Caribbean,infrastructure_and_utility_damage,,,ROOT_VERB:LIVE|NER_LOC:Irma|NER_LOC:Caribbean,False,False
"guys, please keep the people of mozambique, zimbabwe and malawi in your du’aas, there’s been rapid and deadly flooding due to cyclone winds and nearly two million people have been severely impacted",sympathy_and_support,PREP+PROPN,,PREP(of)+POBJ(mozambique)|PREP(in)+POBJ(du’aas)|ROOT_VERB:impacted,True,False
"Additional crews from Alabama, Virginia, and Tennessee are here or in route to assist us in restoration efforts. To report an outage, call 1-800-794-4423. #HurricaneFlorence #CoopStrong",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(from)+POBJ(Alabama)|NER_LOC:Alabama|NER_LOC:Virginia|NER_LOC:Tennessee|PREP(in)+POBJ(efforts),True,True
News: Dorian could strengthen to a category 4 before making landfall”. Florida has declared a state of emergency” FAMU:,caution_and_advice,,DISTRESS_SIGNAL,ROOT_VERB:strengthen|PREP(to)+POBJ(category)|NER_LOC:Florida|ROOT_VERB:declared|PREP(of)+POBJ(emergency),False,True
Bus driver from heaven rescued nearly two dozen young children from California wildfire,rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(from)+POBJ(heaven)|ROOT_VERB:rescued|PREP(from)+POBJ(wildfire)|NER_LOC:California,True,False
"All our utility companies are part of the mutual assistance network. We wish @PECOconnect, @PepcoConnect, @DelmarvaConnect and @ACElecConnect employees a safe journey as they help areas affected by #HurricaneDorian. Learn more about mutual assistance:",other_relevant_information,,ACTION_VERB,PREP(of)+POBJ(network)|ROOT_VERB:wish|ROOT_VERB:Learn,False,True
@jakepaul Hurricane Harvey wont stop these kids. Please give them a RT or shout out. Thanks for ur help.,requests_or_urgent_needs,,ACTION_VERB,ROOT_VERB:stop|ROOT_VERB:give|NER_LOC:RT|PREP(for)+POBJ(help),False,True
"Ἳ0 JACKPOT! We’ve hit the motherload! Over (20) cases of Singlecut greatness, including their HIGHEST RATED beer to date IN CANS: ὒ5 All That Is Now | Double Dry-hopped Imperial IPA |",not_humanitarian,PREP+PROPN,URGENCY_ADVERB,ROOT_VERB:hit|PREP(Over)+POBJ(cases)|PREP(of)+POBJ(greatness)|PREP(including)+POBJ(beer)|PREP(to)+POBJ(date),True,True
Property owners urged to file insurance claims for #HurricaneHarvey now — and what that new Sept 1 law means  #SATX,other_relevant_information,,URGENCY_ADVERB,ROOT_VERB:urged|PREP(for)+POBJ(HurricaneHarvey),False,True
Hurricane Maria bringing dangerous surf conditions to the Cape Fear #ncwx #scwx,caution_and_advice,,,ROOT_VERB:bringing|PREP(to)+POBJ(#),False,False
RT @Dave_Khan: Another reason not to donate to Ezra Levants Rebel cynical donation drive. Individual donations only are matched.,rescue_volunteering_or_donation_effort,,ACTION_VERB,PREP(to)+POBJ(drive)|ROOT_VERB:matched,False,True
"With the trend of events, its best if all homes own boats. #HurricaneHarvey #HurricaneHarvy #hurricane",other_relevant_information,,,PREP(of)+POBJ(events),False,False
Zim cricket star @SRazaB24 donates to #cycloneidai efforts  #3mob,rescue_volunteering_or_donation_effort,,,PREP(to)+POBJ(efforts),False,False
"@andymartinez105 @andersoncooper @CNN @seanhannity @SaraCarterDC @IngrahamAngle @greggutfeld The photo is from Hurricane Ike, not Hurricane Florence, and Anderson was demonstrating how the water can be surprisingly deep in certain areas.",other_relevant_information,PREP+PROPN,,ROOT_VERB:@CNN|NER_LOC:Hurricane|NER_LOC:Florence,True,False
Unofficially we are all goth dancing at Fleetwoods to scare #HurricaneFlorence away. Come out and dance before your power goes out and your basement floods! #asheville @sonnyfalls @mammabearmusic,other_relevant_information,PREP+PROPN,,PREP(at)+POBJ(Fleetwoods)|ROOT_VERB:Come,True,False
"Quick report from Fremont #Nebraska today! Humbled to see this amazing community working together to support their neighbors happy @WCKitchen has been able to do our part. Need is slowly going down, which is a good sign of the recovery after the floods here! #ChefsForNebraska",sympathy_and_support,PREP+PROPN,URGENCY_ADVERB|ACTION_VERB,PREP(from)+POBJ(Nebraska)|NER_LOC:Fremont|NER_LOC:Nebraska|ROOT_VERB:going|PREP(of)+POBJ(recovery),True,True
"This was taking in Aguadilla, my heart is in pieces hoping &amp; praying that my people make it out alive. #PrayForPuertoRico #HurricaneMaria",sympathy_and_support,PREP+PROPN,,PREP(in)+POBJ(Aguadilla)|NER_LOC:Aguadilla,True,False
"RT @NotiUno: Hurricane Maria damaged Guajataca Dam, which is in imminent danger of failing built by Army Corps of Engineers in 1929 - @he",infrastructure_and_utility_damage,PREP+PROPN,,ROOT_VERB:damaged|NER_LOC:Guajataca|NER_LOC:Dam|PREP(of)+POBJ(failing)|PREP(in)+POBJ(1929),True,False
Getting ready for Hurricane Dorian!!!! Generator and a rainproof generator tent!!! Sure hope we dont have to use this but nice to have it just in case we do. This is strongest storm that I can remember hitting us. We could be without power for days. ὢ5,other_relevant_information,PREP+PROPN,,ROOT_VERB:Getting|ROOT_VERB:hope|PREP(in)+POBJ(case)|PREP(for)+POBJ(days),True,False
We should’ve used leaf blowers to blow Dorian in the direction of the Amazon so the rain could put the fires out,not_humanitarian,PREP+PROPN,,ROOT_VERB:’ve|PREP(in)+POBJ(direction)|PREP(of)+POBJ(Amazon),True,False
RT @itimestweets: .@iHrithik &amp; #ChiyaanVikram also come forward to help victims of #KeralaFloods.,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:come|PREP(of)+POBJ(KeralaFloods),False,True
ἷ4 Window is up! Were at Federated Building until 10:00am. Details on @MobileNom,not_humanitarian,PREP+PROPN,,NER_LOC:Federated|NER_LOC:Building,True,False
Provider group: Residents Irma-related deaths not representative of profession,injured_or_dead_people,,,,False,False
Ya Allah safe Pakistan from all the evil eyes ὤFἿB #earthquake,sympathy_and_support,PREP+PROPN,,NER_LOC:Pakistan,True,False
"The POTUS did not enter flood waters, no POTUS would be allowed to. Trump wouldnt if he were allowed. This is Brandon Smith. #Hero.",not_humanitarian,,,ROOT_VERB:allowed,False,False
#earthquake Please pray for World pray for peace ❤️ #earthquakepakistan #EarthquakeAlert #Lahore #AzadKashmir #Kashmir,sympathy_and_support,,,ROOT_VERB:pray|PREP(for)+POBJ(peace),False,False
RT @britneyspears: Keeping the people of Puerto Rico and those affected by #HurricaneMaria in my thoughts ❤️἟5἟7,sympathy_and_support,PREP+PROPN,,PREP(of)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico|PREP(in)+POBJ(thoughts)|ROOT_VERB:❤,True,False
"RT @vegan: As of 2:30 a.m. we count 10,059 refugees and 189 pets (in shelters), &gt;&gt;&gt; Only 2% of Puerto Ricans have a pet?!?",other_relevant_information,PREP+PROPN,,PREP(in)+POBJ(shelters)|PREP(of)+POBJ(Ricans)|ROOT_VERB:have,True,False
"#FL Orange County, FL @OrangeCoFL will open 12 Evac shelters on Sun, Sept. 2 at 8 a.m. DO NOT arrive beforehand. View the latest info for Orange County residents at . and also be found at . #hmrd",other_relevant_information,,,NER_LOC:Orange|NER_LOC:County|ROOT_VERB:open|PREP(on)+POBJ(Sun)|PREP(at)+POBJ(a.m.),False,False
RT @YT_PartnerID: Ecuador 7.8-magnitude earthquake video #Confirmation volcan chile @News24,not_humanitarian,,,NER_LOC:Ecuador|ROOT_VERB:chile,False,False
"Camp Fire Incident Status (as of 24NOV18 08:30) Pct Contained: 95% Structures Destroyed: 13,954 res, 514 cmcl, 4,265 other Fatalities: 84 Acres: 153,336 Acft: 2 Engines: 102 Personnel: 1,628 **Project full containment o/a 30NOV ** SAR/US&amp;R/FD continue missing victim search",infrastructure_and_utility_damage,,VICTIM_STATE,ROOT_VERB:Contained|ROOT_VERB:continue,False,True
Im raising money for State of Mexico Earthquake victims. Click to Donate:  via @gofundme,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:raising|PREP(for)+POBJ(victims)|ROOT_VERB:Click|PREP(via)+POBJ(@gofundme),False,True
#Irma damaged thousands of homes in FL. @SamaritansPurse disaster relief teams are working to help people clean up in Naples &amp; Fort Myers.,infrastructure_and_utility_damage,PREP+PROPN,ACTION_VERB,ROOT_VERB:damaged|PREP(of)+POBJ(homes)|PREP(in)+POBJ(FL)|ROOT_VERB:working|PREP(in)+POBJ(Naples),True,True
"As of 5:30 a.m. no flooding reported on SA area roads, but rain expected thru today. Remember #TurnAroundDontDrown. #HurricaneHarvey",caution_and_advice,LOC_NOUN|PROPN+LOC_NOUN,,PREP(As)+POBJ(a.m.)|PREP(on)+POBJ(roads)|ROOT_VERB:expected|ROOT_VERB:Remember,True,False
Puerto Rico had half as many the last time it saw a hurricane this bad Biggest hurricane 90 years ago killed 5000,injured_or_dead_people,,,NER_LOC:Puerto|NER_LOC:Rico|ROOT_VERB:had,False,False
"Hurricane Harvey shows how we underestimate flooding risks in coastal cities, e.g. Mobile #Alabama, scientists say",other_relevant_information,PREP+PROPN,,PREP(in)+POBJ(cities)|NER_LOC:Alabama|ROOT_VERB:say,True,False
"#NC03 / #NC09 folks: 1. DECIDE: Evacuate or shelter in place 2. PROVIDE: Food, water, meds, fuel (for you AND your animals) 3. CONFIDE: Check on / take in the elderly, disabled, and singles 4. STEM THE TIDE: Vote Tues (or Weds latest) for @McCreadyForNC / @AllenThomas4ENC #ncpol",displaced_people_and_evacuations,PREP+PROPN,ACTION_VERB,PREP(in)+POBJ(place)|ROOT_VERB:take|PREP(for)+POBJ(ncpol),True,True
RT @NZcivildefence: The marine and beach tsunami threat warning will remain in effect until a cancellation message is issued. #eqnz,caution_and_advice,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,ROOT_VERB:remain|PREP(in)+POBJ(effect),True,False
Being out of the cone DOES NOT mean you are away from the effects of #Dorian - The NHC has issued a TS Watch from Golden Bch to Deerfield Bch which is completely outside the cone. TS Warning area starts at Deerfield Bch outside the cone. Runs to Sebastian Inlet. #DorianFlorida,caution_and_advice,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,ROOT_VERB:mean|PREP(of)+POBJ(NHC)|ROOT_VERB:starts|PREP(at)+POBJ(Bch)|PREP(to)+POBJ(Inlet),True,False
Enter a zip code and visualize houses &amp; infrastructures of #FortMcMurray most damaged areas #Disaster #Wildfire,infrastructure_and_utility_damage,,,ROOT_VERB:Enter|PREP(of)+POBJ(areas),False,False
Our #ERN team of emergency responders supported by @action4ifaw is busy at work on #KeralaFloodRelief See how they rescued and released a monitor lizard from behind the fridge in a kitchen,rescue_volunteering_or_donation_effort,PREP+PROPN,DISTRESS_SIGNAL,PREP(of)+POBJ(responders)|PREP(on)+POBJ(KeralaFloodRelief)|ROOT_VERB:See|PREP(in)+POBJ(kitchen),True,True
My kids wanted to do a fundraiser to help raise money for Hurricane Irma victims yesterday and I ( and some help,sympathy_and_support,,ACTION_VERB,ROOT_VERB:wanted|PREP(for)+POBJ(victims),False,True
"#sabcnews :NGO @GiftoftheGivers winding up its humanitarian mission in cyclone ravaged Mozambique after distributing 55 tons in aid and deploying 50 medics in Bizu, Mozambique and Ngangu in neighbouring Zimbabwe. One thing is clear, the impact of Idai will linger on",rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:@GiftoftheGivers|PREP(in)+POBJ(cyclone)|PREP(in)+POBJ(aid)|PREP(in)+POBJ(Bizu)|NER_LOC:Bizu,True,False
"1)To all affected by Irma -Download Zello walkie talkie app on your phone. When you open the app, type Florida search and rescue",rescue_volunteering_or_donation_effort,,ACTION_VERB,PREP(on)+POBJ(phone)|ROOT_VERB:type|NER_LOC:Florida,False,True
The Chosen Prime – Charity Effort For Hurricane Harvey Relief  #transformers,rescue_volunteering_or_donation_effort,,,,False,False
Beware of Hurricane Harvey Relief Scams — Krebs on Security:,caution_and_advice,,,ROOT_VERB:Beware|PREP(of)+POBJ(Scams)|NER_LOC:Hurricane,False,False
No Tsunami threat to India in the wake of New Zealand quake There is no tsunami threat to,other_relevant_information,PREP+PROPN,,PREP(to)+POBJ(India)|NER_LOC:India|PREP(in)+POBJ(wake)|PREP(of)+POBJ(quake)|NER_LOC:New,True,False
RT @ATTCares: @angelito1289 We are working around the clock to help people of Puerto Rico rebuild from Hurricane Maria &amp;Irma. Please send a,rescue_volunteering_or_donation_effort,PREP+PROPN,PLEA_PATTERN|ACTION_VERB,ROOT_VERB:working|PREP(around)+POBJ(clock)|PREP(of)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico,True,True
Fake Christian GOP Leader Calls Wildfires ‘God’s Punishment To Liberal California’,not_humanitarian,,,ROOT_VERB:Calls|PREP(To)+POBJ(California),False,False
Why is the food being distributed by politicians and not churches or organizations such as red cross. @nickmangwana @ZBCNewsonline @fortunechasi @daddyhope @Mamoxn @zenzele @RaphaelMakumbe @PacheduZW @Wamagaisa @ShingiMunyeza.,rescue_volunteering_or_donation_effort,,,ROOT_VERB:distributed|PREP(as)+POBJ(cross)|ROOT_VERB:@ZBCNewsonline,False,False
